num,sentence,fileid,senseid
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un <WSD>documento<WSD> che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t008,bn:00028015n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose <WSD>riduzioni<WSD> dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t009,bn:00025780n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei <WSD>gas-serra<WSD> nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t010,bn:00041712n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 <WSD>anni<WSD> , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t011,bn:00078738n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le <WSD>nazioni_industrializzate<WSD> si fanno carico della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t012,bn:03659145n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno <WSD>carico<WSD> della maggior_parte delle ’ onere nel breve_termine .",d001.s002.t013,
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della <WSD>maggior_parte<WSD> delle ’ onere nel breve_termine .",d001.s002.t014,bn:00013767n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ <WSD>onere<WSD> nel breve_termine .",d001.s002.t015,bn:00013941n
,"La conferenza sul clima sponsorizzata dalle Nazioni_Unite -- finora caratterizzata da atteggiamenti ribelli e mutue ritorsioni -- lo scorso Venerdì ha riportato l' attenzione sul tema , con il rilascio di un documento che delinea ambiziose riduzioni dei gas-serra nei prossimi 40 anni , mentre le nazioni_industrializzate si fanno carico della maggior_parte delle ’ onere nel <WSD>breve_termine<WSD> .",d001.s002.t016,bn:00076588n
,"Il <WSD>testo<WSD> , che potrebbe fornire la base per un accordo politico definitivo per la regolazione dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il cammino .",d001.s003.t001,bn:00076732n
,"Il testo , che potrebbe fornire la <WSD>base<WSD> per un accordo politico definitivo per la regolazione dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il cammino .",d001.s003.t002,bn:00008786n
,"Il testo , che potrebbe fornire la base per un <WSD>accordo<WSD> politico definitivo per la regolazione dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il cammino .",d001.s003.t003,bn:00002086n bn:00014152n bn:00000726n
,"Il testo , che potrebbe fornire la base per un accordo politico definitivo per la <WSD>regolazione<WSD> dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il cammino .",d001.s003.t004,
,"Il testo , che potrebbe fornire la base per un accordo politico definitivo per la regolazione dei <WSD>gas-serra<WSD> , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il cammino .",d001.s003.t005,bn:00041712n
,"Il testo , che potrebbe fornire la base per un accordo politico definitivo per la regolazione dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa <WSD>misura<WSD> illuminato il cammino .",d001.s003.t006,bn:00032425n
,"Il testo , che potrebbe fornire la base per un accordo politico definitivo per la regolazione dei gas-serra , ha evidenziato gli ostacoli rimanenti e nella stessa misura illuminato il <WSD>cammino<WSD> .",d001.s003.t007,
,"Ma è stato visto come un <WSD>avanzamento<WSD> importante per una negoziazione ormai prossima alla scadenza , con più di 100 leader mondiali in arrivo presso Copenhagen la prossima settimana .",d001.s004.t001,
,"Ma è stato visto come un avanzamento importante per una <WSD>negoziazione<WSD> ormai prossima alla scadenza , con più di 100 leader mondiali in arrivo presso Copenhagen la prossima settimana .",d001.s004.t002,bn:00026838n
,"Ma è stato visto come un avanzamento importante per una negoziazione ormai prossima alla <WSD>scadenza<WSD> , con più di 100 leader mondiali in arrivo presso Copenhagen la prossima settimana .",d001.s004.t003,
,"Ma è stato visto come un avanzamento importante per una negoziazione ormai prossima alla scadenza , con più di 100 <WSD>leader<WSD> mondiali in arrivo presso Copenhagen la prossima settimana .",d001.s004.t004,bn:00050371n
,"Ma è stato visto come un avanzamento importante per una negoziazione ormai prossima alla scadenza , con più di 100 leader mondiali in arrivo presso <WSD>Copenhagen<WSD> la prossima settimana .",d001.s004.t005,bn:00022479n
,"Ma è stato visto come un avanzamento importante per una negoziazione ormai prossima alla scadenza , con più di 100 leader mondiali in arrivo presso Copenhagen la prossima <WSD>settimana<WSD> .",d001.s004.t006,bn:00014711n bn:00043484n
,"Concepito da un <WSD>gruppo<WSD> ad-hoc delle Nazioni_Unite , il testo non dice quanti soldi i paesi ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t001,bn:00041942n
,"Concepito da un gruppo ad-hoc delle <WSD>Nazioni_Unite<WSD> , il testo non dice quanti soldi i paesi ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t002,bn:00078931n
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il <WSD>testo<WSD> non dice quanti soldi i paesi ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t003,bn:00076732n
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il testo non dice quanti <WSD>soldi<WSD> i paesi ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t004,
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il testo non dice quanti soldi i <WSD>paesi<WSD> ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t005,bn:00023236n bn:00023235n
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il testo non dice quanti soldi i paesi ricchi darebbero a quelli poveri al <WSD>fine<WSD> di affrontare il riscaldamento_globale nel breve e lungo periodo .",d001.s005.t006,bn:00030721n
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il testo non dice quanti soldi i paesi ricchi darebbero a quelli poveri al fine di affrontare il <WSD>riscaldamento_globale<WSD> nel breve e lungo periodo .",d001.s005.t007,bn:00040681n
,"Concepito da un gruppo ad-hoc delle Nazioni_Unite , il testo non dice quanti soldi i paesi ricchi darebbero a quelli poveri al fine di affrontare il riscaldamento_globale nel breve e lungo <WSD>periodo<WSD> .",d001.s005.t008,bn:00061605n
,"Esso inoltre fornisce una <WSD>serie<WSD> di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella crescita della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t001,bn:00070609n
,"Esso inoltre fornisce una serie di opzioni per le <WSD>domande<WSD> cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella crescita della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t002,bn:00030951n
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori <WSD>economie_emergenti<WSD> e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella crescita della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t003,
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di <WSD>carbone<WSD> e quale dovrebbe essere il limite_superiore nella crescita della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t004,bn:00020133n
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il <WSD>limite_superiore<WSD> nella crescita della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t005,
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella <WSD>crescita<WSD> della temperatura globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t006,
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella crescita della <WSD>temperatura<WSD> globale che i legislatori sarebbero disposti a tollerare .",d001.s006.t007,bn:00076457n
,"Esso inoltre fornisce una serie di opzioni per le domande cruciali , fra queste come le maggiori economie_emergenti e sviluppate riuscirebbero a ridurre le loro emissioni di carbone e quale dovrebbe essere il limite_superiore nella crescita della temperatura globale che i <WSD>legislatori<WSD> sarebbero disposti a tollerare .",d001.s006.t008,bn:00050591n
,"Dà molta <WSD>flessibilità<WSD> al processo , ha detto John Coequyt , rappresentante superiore di Washington per la Sierra_Club .",d001.s007.t001,bn:00035190n
,"Dà molta flessibilità al <WSD>processo<WSD> , ha detto John Coequyt , rappresentante superiore di Washington per la Sierra_Club .",d001.s007.t002,bn:00064536n
,"Dà molta flessibilità al processo , ha detto John Coequyt , <WSD>rappresentante<WSD> superiore di Washington per la Sierra_Club .",d001.s007.t003,bn:00067199n
,"Dà molta flessibilità al processo , ha detto John Coequyt , rappresentante superiore di <WSD>Washington<WSD> per la Sierra_Club .",d001.s007.t004,bn:00015501n bn:00003365n
,"Dà molta flessibilità al processo , ha detto John Coequyt , rappresentante superiore di Washington per la <WSD>Sierra_Club<WSD> .",d001.s007.t005,bn:01763099n
,"Michael Zammit Cutajar , che ha steso la bozza di sei <WSD>pagine<WSD> , ha ridotto il testo di negoziazione di 180 pagine per mettere a fuoco quello che l' ufficiale sul clima delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t001,bn:00060158n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il <WSD>testo<WSD> di negoziazione di 180 pagine per mettere a fuoco quello che l' ufficiale sul clima delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t002,bn:00076732n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di <WSD>negoziazione<WSD> di 180 pagine per mettere a fuoco quello che l' ufficiale sul clima delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t003,bn:00026838n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di negoziazione di 180 <WSD>pagine<WSD> per mettere a fuoco quello che l' ufficiale sul clima delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t004,bn:00060158n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di negoziazione di 180 pagine per mettere a fuoco quello che l' <WSD>ufficiale<WSD> sul clima delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t005,bn:00036837n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di negoziazione di 180 pagine per mettere a fuoco quello che l' ufficiale sul <WSD>clima<WSD> delle Nazioni_Unite , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t006,bn:00019780n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di negoziazione di 180 pagine per mettere a fuoco quello che l' ufficiale sul clima delle <WSD>Nazioni_Unite<WSD> , Yvo_de_Boer , descrisse come   la grande visione d' insieme  ",d001.s008.t007,bn:00078931n
,"Michael Zammit Cutajar , che ha steso la bozza di sei pagine , ha ridotto il testo di negoziazione di 180 pagine per mettere a fuoco quello che l' ufficiale sul clima delle Nazioni_Unite , <WSD>Yvo_de_Boer<WSD> , descrisse come   la grande visione d' insieme  ",d001.s008.t008,bn:00543331n
,"Vengono mostrate le linee generali per un possibile <WSD>accordo<WSD> , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai livelli del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso periodo dal 15 al 30 per_cento .",d001.s009.t001,bn:00002086n bn:00014152n bn:00000726n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le <WSD>nazioni_industrializzate<WSD> ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai livelli del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso periodo dal 15 al 30 per_cento .",d001.s009.t002,bn:03659145n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 <WSD>per_cento<WSD> rispetto ai livelli del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso periodo dal 15 al 30 per_cento .",d001.s009.t003,bn:00061135n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai <WSD>livelli<WSD> del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso periodo dal 15 al 30 per_cento .",d001.s009.t004,bn:00025965n bn:00025966n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai livelli del 1990 , mentre i principali <WSD>paesi_in_via_di_sviluppo<WSD> le ridurrebbero nello stesso periodo dal 15 al 30 per_cento .",d001.s009.t005,bn:00026694n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai livelli del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso <WSD>periodo<WSD> dal 15 al 30 per_cento .",d001.s009.t006,bn:00061605n
,"Vengono mostrate le linee generali per un possibile accordo , in cui le nazioni_industrializzate ridurrebbero collettivamente entro il 2020 le emissioni dal 25 al 45 per_cento rispetto ai livelli del 1990 , mentre i principali paesi_in_via_di_sviluppo le ridurrebbero nello stesso periodo dal 15 al 30 <WSD>per_cento<WSD> .",d001.s009.t007,bn:00061135n
,"Nel <WSD>complesso<WSD> , i paesi ridurrebbero le emissioni tra il 50 e il 95 per_cento entro il 2050 .",d001.s010.t001,bn:00021369n
,"Nel complesso , i <WSD>paesi<WSD> ridurrebbero le emissioni tra il 50 e il 95 per_cento entro il 2050 .",d001.s010.t002,bn:00023236n bn:00023235n
,"Nel complesso , i paesi ridurrebbero le emissioni tra il 50 e il 95 <WSD>per_cento<WSD> entro il 2050 .",d001.s010.t003,bn:00061135n
,<WSD>Venerdì<WSD> l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t001,bn:00036512n
,Venerdì l' <WSD>Unione_Europea<WSD> ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t002,bn:00021127n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle <WSD>trattative<WSD> impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t003,bn:00026838n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 <WSD>miliardi<WSD> di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t004,bn:00055044n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di <WSD>dollari<WSD> all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t005,bn:00028114n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' <WSD>anno<WSD> nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t006,bn:00078738n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre <WSD>anni<WSD> per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t007,bn:00078738n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i <WSD>paesi<WSD> meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t008,bn:00023236n bn:00023235n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle <WSD>conseguenze<WSD> del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t009,bn:00021961n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del <WSD>cambiamento_climatico<WSD> -- dal far fronte ad inondazioni e siccità all' evitare la deforestazione .,d001.s011.t010,bn:00019782n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad <WSD>inondazioni<WSD> e siccità all' evitare la deforestazione .,d001.s011.t011,bn:00002954n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e <WSD>siccità<WSD> all' evitare la deforestazione .,d001.s011.t012,bn:00028863n
,Venerdì l' Unione_Europea ha dato una ulteriore spinta alle trattative impegnandosi a fornire 3.6 miliardi di dollari all' anno nei prossimi tre anni per aiutare i paesi meno ricchi ad adattarsi alle conseguenze del cambiamento_climatico -- dal far fronte ad inondazioni e siccità all' evitare la <WSD>deforestazione<WSD> .,d001.s011.t013,bn:00025949n
,"Ciononostante , <WSD>Venerdì<WSD> è stato caratterizzato dallo stesso tipo di discussioni animate che hanno dominato le trattative nell' ultima settimana .",d001.s012.t001,bn:00036512n
,"Ciononostante , Venerdì è stato caratterizzato dallo stesso <WSD>tipo<WSD> di discussioni animate che hanno dominato le trattative nell' ultima settimana .",d001.s012.t002,bn:00035907n
,"Ciononostante , Venerdì è stato caratterizzato dallo stesso tipo di <WSD>discussioni<WSD> animate che hanno dominato le trattative nell' ultima settimana .",d001.s012.t003,bn:00005601n
,"Ciononostante , Venerdì è stato caratterizzato dallo stesso tipo di discussioni animate che hanno dominato le <WSD>trattative<WSD> nell' ultima settimana .",d001.s012.t004,bn:00026838n
,"Ciononostante , Venerdì è stato caratterizzato dallo stesso tipo di discussioni animate che hanno dominato le trattative nell' ultima <WSD>settimana<WSD> .",d001.s012.t005,bn:00014711n bn:00043484n
,L' <WSD>inviato_speciale<WSD> americano sul clima Todd Stern ha respinto le modifiche al testo del disegno_di_legge che obbligavano i paesi_industrializzati,d001.s013.t001,bn:14568432n
,L' inviato_speciale americano sul <WSD>clima<WSD> Todd Stern ha respinto le modifiche al testo del disegno_di_legge che obbligavano i paesi_industrializzati,d001.s013.t002,bn:00019780n
,L' inviato_speciale americano sul clima Todd Stern ha respinto le modifiche al <WSD>testo<WSD> del disegno_di_legge che obbligavano i paesi_industrializzati,d001.s013.t003,bn:00076732n
,L' inviato_speciale americano sul clima Todd Stern ha respinto le modifiche al testo del <WSD>disegno_di_legge<WSD> che obbligavano i paesi_industrializzati,d001.s013.t004,bn:00010392n
,L' inviato_speciale americano sul clima Todd Stern ha respinto le modifiche al testo del disegno_di_legge che obbligavano i <WSD>paesi_industrializzati<WSD>,d001.s013.t005,
,La <WSD>mossa<WSD> ha segnalato che l' amministrazione Obama sta assumendo una linea più dura con la Cina rispetto a quella che gli ufficiali dell' amministrazione Bush intrapresero appena due anni fa .,d001.s014.t001,bn:00056154n bn:00056029n
,La mossa ha segnalato che l' <WSD>amministrazione<WSD> Obama sta assumendo una linea più dura con la Cina rispetto a quella che gli ufficiali dell' amministrazione Bush intrapresero appena due anni fa .,d001.s014.t002,bn:00001426n
,La mossa ha segnalato che l' amministrazione <WSD>Obama<WSD> sta assumendo una linea più dura con la Cina rispetto a quella che gli ufficiali dell' amministrazione Bush intrapresero appena due anni fa .,d001.s014.t003,bn:03330021n
,La mossa ha segnalato che l' amministrazione Obama sta assumendo una <WSD>linea<WSD> più dura con la Cina rispetto a quella che gli ufficiali dell' amministrazione Bush intrapresero appena due anni fa .,d001.s014.t004,
,La mossa ha segnalato che l' amministrazione Obama sta assumendo una linea più dura con la Cina rispetto a quella che gli <WSD>ufficiali<WSD> dell' amministrazione Bush intrapresero appena due anni fa .,d001.s014.t005,bn:00036837n
,La mossa ha segnalato che l' amministrazione Obama sta assumendo una linea più dura con la Cina rispetto a quella che gli ufficiali dell' <WSD>amministrazione<WSD> Bush intrapresero appena due anni fa .,d001.s014.t006,bn:00001426n
,La mossa ha segnalato che l' amministrazione Obama sta assumendo una linea più dura con la Cina rispetto a quella che gli ufficiali dell' amministrazione Bush intrapresero appena due <WSD>anni<WSD> fa .,d001.s014.t007,bn:00078738n
,"Gli <WSD>Stati_Uniti<WSD> non intendono scendere a patti senza che i maggiori paesi_in_via_di_sviluppo si facciano avanti e agiscano , ha detto Stern , che si è lamentato anche di come il testo non fa abbastanza per garantire che i tagli possano essere verificati da osservatori esterni .",d001.s015.t001,bn:00003341n bn:00078848n
