num,sentence,fileid,senseid
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les <WSD>feux_de_la_rampe<WSD> vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t005,
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe <WSD>vendredi<WSD> , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t006,bn:00036512n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en <WSD>raison<WSD> de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t007,
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la <WSD>publication<WSD> d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t008,
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un <WSD>document<WSD> soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t009,bn:00028015n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les <WSD>réductions<WSD> ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t010,bn:00025780n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des <WSD>gaz_à_effet_de_serre<WSD> au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t011,bn:00041712n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines <WSD>années<WSD> , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t013,bn:00078738n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les <WSD>nations<WSD> industrialisées épaulant la plupart de la charge , dans les prochains temps .",d001.s002.t014,bn:00023236n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la <WSD>charge<WSD> , dans les prochains temps .",d001.s002.t015,bn:00013941n
,"La conférence sur le climat , sponsorisée par l' ONU -- caractérisée jusqu' à présent par des affectations désorganisées et des récriminations mutuelles -- est revenue sous les feux_de_la_rampe vendredi , en raison de la publication d' un document soulignant les réductions ambitieuses des gaz_à_effet_de_serre au cours des 40 prochaines années , avec les nations industrialisées épaulant la plupart de la charge , dans les prochains <WSD>temps<WSD> .",d001.s002.t016,bn:00077270n
,"Le <WSD>texte<WSD> qui pourrait fournir les bases d' un accord politique final pour réguler les gaz_à_effet_de_serre , a souligné les obstacles restants , autant qu' il a éclairé le chemin à prendre .",d001.s003.t001,bn:00076732n
,"Le texte qui pourrait fournir les <WSD>bases<WSD> d' un accord politique final pour réguler les gaz_à_effet_de_serre , a souligné les obstacles restants , autant qu' il a éclairé le chemin à prendre .",d001.s003.t002,bn:00008786n
,"Le texte qui pourrait fournir les bases d' un <WSD>accord<WSD> politique final pour réguler les gaz_à_effet_de_serre , a souligné les obstacles restants , autant qu' il a éclairé le chemin à prendre .",d001.s003.t003,bn:00000728n
,"Le texte qui pourrait fournir les bases d' un accord politique final pour réguler les <WSD>gaz_à_effet_de_serre<WSD> , a souligné les obstacles restants , autant qu' il a éclairé le chemin à prendre .",d001.s003.t004,bn:00041712n
,"Le texte qui pourrait fournir les bases d' un accord politique final pour réguler les gaz_à_effet_de_serre , a souligné les <WSD>obstacles<WSD> restants , autant qu' il a éclairé le chemin à prendre .",d001.s003.t005,bn:00058511n
,"Le texte qui pourrait fournir les bases d' un accord politique final pour réguler les gaz_à_effet_de_serre , a souligné les obstacles restants , autant qu' il a éclairé le <WSD>chemin<WSD> à prendre .",d001.s003.t006,bn:00061005n
,"Mais il a été vu comme étant une avancée importante dans les <WSD>négociations<WSD> qui manquent de temps , avec plus de 100 leaders du monde entier arrivant la semaine prochaine à Copenhague .",d001.s004.t001,bn:00026838n
,"Mais il a été vu comme étant une avancée importante dans les négociations qui manquent de <WSD>temps<WSD> , avec plus de 100 leaders du monde entier arrivant la semaine prochaine à Copenhague .",d001.s004.t002,bn:00077267n
,"Mais il a été vu comme étant une avancée importante dans les négociations qui manquent de temps , avec plus de 100 <WSD>leaders<WSD> du monde entier arrivant la semaine prochaine à Copenhague .",d001.s004.t003,bn:00050371n
,"Mais il a été vu comme étant une avancée importante dans les négociations qui manquent de temps , avec plus de 100 leaders du <WSD>monde<WSD> entier arrivant la semaine prochaine à Copenhague .",d001.s004.t004,bn:00029424n
,"Mais il a été vu comme étant une avancée importante dans les négociations qui manquent de temps , avec plus de 100 leaders du monde entier arrivant la <WSD>semaine<WSD> prochaine à Copenhague .",d001.s004.t005,bn:00043484n
,"Rédigé par un <WSD>groupe_de_travail<WSD> spécial de l' ONU , le texte ne dit pas combien les pays riches donneraient aux pauvres pour supporter le réchauffement climatique , à court et à long terme .",d001.s005.t001,bn:00081604n
,"Rédigé par un groupe_de_travail spécial de l' ONU , le <WSD>texte<WSD> ne dit pas combien les pays riches donneraient aux pauvres pour supporter le réchauffement climatique , à court et à long terme .",d001.s005.t002,bn:00076732n
,"Rédigé par un groupe_de_travail spécial de l' ONU , le texte ne dit pas combien les <WSD>pays<WSD> riches donneraient aux pauvres pour supporter le réchauffement climatique , à court et à long terme .",d001.s005.t003,bn:00023236n
,"Rédigé par un groupe_de_travail spécial de l' ONU , le texte ne dit pas combien les pays <WSD>riches<WSD> donneraient aux pauvres pour supporter le réchauffement climatique , à court et à long terme .",d001.s005.t004,
,"Rédigé par un groupe_de_travail spécial de l' ONU , le texte ne dit pas combien les pays riches donneraient aux <WSD>pauvres<WSD> pour supporter le réchauffement climatique , à court et à long terme .",d001.s005.t005,
,"Rédigé par un groupe_de_travail spécial de l' ONU , le texte ne dit pas combien les pays riches donneraient aux pauvres pour supporter le réchauffement climatique , à court et à long <WSD>terme<WSD> .",d001.s005.t006,bn:00076588n
,"Et il offre une large <WSD>gamme<WSD> d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t001,bn:00003268n
,"Et il offre une large gamme d' <WSD>options<WSD> pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t002,
,"Et il offre une large gamme d' options pour les <WSD>questions<WSD> clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t003,bn:00030951n bn:00043267n
,"Et il offre une large gamme d' options pour les questions <WSD>clés<WSD> , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t004,
,"Et il offre une large gamme d' options pour les questions clés , comprenant la <WSD>façon<WSD> dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t005,bn:00080720n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les <WSD>économies<WSD> développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t006,bn:00029678n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les <WSD>économies<WSD> émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t007,bn:00029678n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes <WSD>nouvelles<WSD> pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t008,
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur <WSD>production<WSD> de carbone et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t009,bn:00064590n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de <WSD>carbone<WSD> et quelle serait la limite supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t010,bn:00006890n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la <WSD>limite<WSD> supérieure de l' augmentation de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t011,bn:00012419n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' <WSD>augmentation<WSD> de la température mondiale que les responsables seraient prêts à tolérer .",d001.s006.t012,bn:00041979n
,"Et il offre une large gamme d' options pour les questions clés , comprenant la façon dont les économies développées et les économies émergeantes nouvelles pourraient diminuer leur production de carbone et quelle serait la limite supérieure de l' augmentation de la <WSD>température<WSD> mondiale que les responsables seraient prêts à tolérer .",d001.s006.t013,bn:00076457n
,"Il donne une grande <WSD>flexibilité<WSD> au processus , a dit John Coequyt , Représentant à Washington du Sierra_Club .",d001.s007.t001,
,"Il donne une grande flexibilité au <WSD>processus<WSD> , a dit John Coequyt , Représentant à Washington du Sierra_Club .",d001.s007.t002,bn:00064536n
,"Il donne une grande flexibilité au processus , a dit John Coequyt , Représentant à <WSD>Washington<WSD> du Sierra_Club .",d001.s007.t003,bn:00003365n
,"Il donne une grande flexibilité au processus , a dit John Coequyt , Représentant à Washington du <WSD>Sierra_Club<WSD> .",d001.s007.t004,
,"Michael Zammit Cutajar , qui a rédigé six <WSD>pages<WSD> du document , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t001,bn:00060158n
,"Michael Zammit Cutajar , qui a rédigé six pages du <WSD>document<WSD> , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t002,bn:00028015n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un <WSD>texte<WSD> de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t003,bn:00076732n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de <WSD>négociations<WSD> de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t004,bn:00026838n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de négociations de 180 <WSD>pages<WSD> pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t005,bn:00060158n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le <WSD>Secrétaire<WSD> général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t007,bn:00070168n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le <WSD>changement_climatique<WSD> de l' ONU , Yvo_de_Boer , comme étant "" l' image complète "" .",d001.s008.t008,bn:00019782n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , <WSD>Yvo_de_Boer<WSD> , comme étant "" l' image complète "" .",d001.s008.t009,bn:00543331n
,"Michael Zammit Cutajar , qui a rédigé six pages du document , a étudié un texte de négociations de 180 pages pour se concentrer sur ce qu' a décrit le Secrétaire général exécutif sur le changement_climatique de l' ONU , Yvo_de_Boer , comme étant "" l' <WSD>image<WSD> complète "" .",d001.s008.t010,bn:00062275n
,"Il montre les <WSD>lignes<WSD> directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t001,
,"Il montre les lignes directrices d' un <WSD>accord<WSD> possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t002,bn:00000728n
,"Il montre les lignes directrices d' un accord possible dans lequel les <WSD>nations_industrielles<WSD> réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t003,bn:03659145n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs <WSD>émissions<WSD> en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t004,bn:00030455n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par <WSD>rapport<WSD> aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t005,
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux <WSD>niveaux<WSD> de 1990 , alors que les principaux pays en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t006,bn:00041239n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux <WSD>pays<WSD> en voie de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t007,bn:00023236n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en <WSD>voie<WSD> de développement , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t008,bn:00047741n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de <WSD>développement<WSD> , au cours de la même période , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t009,bn:00026696n
,"Il montre les lignes directrices d' un accord possible dans lequel les nations_industrielles réduiraient collectivement leurs émissions en 2020 , de 25 à 45 pour cent par rapport aux niveaux de 1990 , alors que les principaux pays en voie de développement , au cours de la même <WSD>période<WSD> , réduiraient les leurs de 15 à 30 pour cent .",d001.s009.t010,bn:00061605n
,"Ensemble , les <WSD>pays<WSD> réduiraient les émissions entre 50 et 95 pour cent pour 2050 .",d001.s010.t001,bn:00023236n
,"Ensemble , les pays réduiraient les <WSD>émissions<WSD> entre 50 et 95 pour cent pour 2050 .",d001.s010.t002,bn:00030455n
,"L' <WSD>Union_Européenne<WSD> a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t001,bn:00021127n
,"L' Union_Européenne a également relancé les <WSD>négociations<WSD> , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t002,bn:00026838n
,"L' Union_Européenne a également relancé les négociations , <WSD>vendredi<WSD> , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t003,bn:00036512n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir <WSD>$<WSD> 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t004,bn:00028116n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 <WSD>milliards<WSD> par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t005,bn:00000014n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par <WSD>an<WSD> pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t006,bn:00078738n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines <WSD>années<WSD> pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t007,bn:00078738n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les <WSD>pays<WSD> les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t008,bn:00023236n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' <WSD>impact<WSD> du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t009,bn:00046065n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du <WSD>changement_climatique<WSD> -- pour supporter les inondations et la sécheresse ou pour éviter la déforestation .",d001.s011.t010,bn:00019782n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les <WSD>inondations<WSD> et la sécheresse ou pour éviter la déforestation .",d001.s011.t011,bn:00002954n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la <WSD>sécheresse<WSD> ou pour éviter la déforestation .",d001.s011.t012,bn:00028863n
,"L' Union_Européenne a également relancé les négociations , vendredi , en promettant de fournir $ 3.6 milliards par an pendant les trois prochaines années pour aider les pays les plus pauvres à s' adapter à l' impact du changement_climatique -- pour supporter les inondations et la sécheresse ou pour éviter la <WSD>déforestation<WSD> .",d001.s011.t013,bn:00025949n
,"Cependant , <WSD>vendredi<WSD> , les mêmes altercations verbales se sont produites , qui ont dominé les négociations depuis la semaine dernière .",d001.s012.t001,bn:00036512n
,"Cependant , vendredi , les mêmes <WSD>altercations<WSD> verbales se sont produites , qui ont dominé les négociations depuis la semaine dernière .",d001.s012.t002,bn:00001789n
,"Cependant , vendredi , les mêmes altercations verbales se sont produites , qui ont dominé les <WSD>négociations<WSD> depuis la semaine dernière .",d001.s012.t003,bn:00026838n
,"Cependant , vendredi , les mêmes altercations verbales se sont produites , qui ont dominé les négociations depuis la <WSD>semaine<WSD> dernière .",d001.s012.t004,bn:00043484n
,"<WSD>Todd_Stern<WSD> , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t001,bn:01407929n
,"Todd_Stern , Représentant des <WSD>Etats-Unis<WSD> à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t002,bn:00003341n
,"Todd_Stern , Représentant des Etats-Unis à la <WSD>négociation<WSD> climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t003,bn:00026838n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute <WSD>discussion<WSD> obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t004,bn:14596540n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la <WSD>réduction<WSD> des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t005,bn:00025780n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des <WSD>gaz_à_effet_de_serre<WSD> par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t006,bn:00041712n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les <WSD>pays_industrialisés<WSD> , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t007,bn:03659145n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en <WSD>comparaison<WSD> des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t008,bn:00021303n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des <WSD>efforts<WSD> volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t009,bn:00029899n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales <WSD>économies<WSD> émergeantes , si ceux-ci n' étaient pas financés par les pays_développés .",d001.s013.t010,bn:00029678n
,"Todd_Stern , Représentant des Etats-Unis à la négociation climatique a rejeté toute discussion obligeant la réduction des gaz_à_effet_de_serre par les pays_industrialisés , en comparaison des efforts volontaires réalisés par les principales économies émergeantes , si ceux-ci n' étaient pas financés par les <WSD>pays_développés<WSD> .",d001.s013.t011,bn:03659145n
