num,sentence,fileid,senseid
,"La conferencia sobre el clima patrocinada por la ONU , caracterizada hasta ahora por posturas desafiantes y recriminaciones mutuas , captó una renovada atención el viernes con la divulgación de un documento que prevé ambiciosas reducciones de los gases_de_efecto_invernadero durante los próximos 40 <WSD>años<WSD> , con las naciones industrializadas que llevan sobre sus hombros la mayor_parte de la carga en el corto plazo .",d001.s002.t011,bn:00078738n
,"La conferencia sobre el clima patrocinada por la ONU , caracterizada hasta ahora por posturas desafiantes y recriminaciones mutuas , captó una renovada atención el viernes con la divulgación de un documento que prevé ambiciosas reducciones de los gases_de_efecto_invernadero durante los próximos 40 años , con las <WSD>naciones<WSD> industrializadas que llevan sobre sus hombros la mayor_parte de la carga en el corto plazo .",d001.s002.t012,bn:00023236n
,"La conferencia sobre el clima patrocinada por la ONU , caracterizada hasta ahora por posturas desafiantes y recriminaciones mutuas , captó una renovada atención el viernes con la divulgación de un documento que prevé ambiciosas reducciones de los gases_de_efecto_invernadero durante los próximos 40 años , con las naciones industrializadas que llevan sobre sus hombros la <WSD>mayor_parte<WSD> de la carga en el corto plazo .",d001.s002.t013,bn:00013767n
,"La conferencia sobre el clima patrocinada por la ONU , caracterizada hasta ahora por posturas desafiantes y recriminaciones mutuas , captó una renovada atención el viernes con la divulgación de un documento que prevé ambiciosas reducciones de los gases_de_efecto_invernadero durante los próximos 40 años , con las naciones industrializadas que llevan sobre sus hombros la mayor_parte de la <WSD>carga<WSD> en el corto plazo .",d001.s002.t014,bn:00013941n
,"La conferencia sobre el clima patrocinada por la ONU , caracterizada hasta ahora por posturas desafiantes y recriminaciones mutuas , captó una renovada atención el viernes con la divulgación de un documento que prevé ambiciosas reducciones de los gases_de_efecto_invernadero durante los próximos 40 años , con las naciones industrializadas que llevan sobre sus hombros la mayor_parte de la carga en el corto <WSD>plazo<WSD> .",d001.s002.t015,bn:00076588n
,"El <WSD>texto<WSD> , que podría proporcionar la base para un acuerdo político final para regular los gases_de_efecto_invernadero , destacó los obstáculos restantes y destacó el camino a seguir .",d001.s003.t001,bn:00076732n
,"El texto , que podría proporcionar la base para un <WSD>acuerdo<WSD> político final para regular los gases_de_efecto_invernadero , destacó los obstáculos restantes y destacó el camino a seguir .",d001.s003.t002,bn:00002086n
,"El texto , que podría proporcionar la base para un acuerdo político final para regular los <WSD>gases_de_efecto_invernadero<WSD> , destacó los obstáculos restantes y destacó el camino a seguir .",d001.s003.t003,bn:00041712n
,"El texto , que podría proporcionar la base para un acuerdo político final para regular los gases_de_efecto_invernadero , destacó los <WSD>obstáculos<WSD> restantes y destacó el camino a seguir .",d001.s003.t004,bn:00058511n
,"El texto , que podría proporcionar la base para un acuerdo político final para regular los gases_de_efecto_invernadero , destacó los obstáculos restantes y destacó el <WSD>camino<WSD> a seguir .",d001.s003.t005,bn:00061005n
,"Pero se vio como un avance importante en una <WSD>negociación<WSD> que se está quedando sin tiempo , con más de 100 líderes mundiales que llegarán a Copenhague la próxima semana .",d001.s004.t001,bn:00026838n
,"Pero se vio como un avance importante en una negociación que se está quedando sin <WSD>tiempo<WSD> , con más de 100 líderes mundiales que llegarán a Copenhague la próxima semana .",d001.s004.t002,bn:00077267n
,"Pero se vio como un avance importante en una negociación que se está quedando sin tiempo , con más de 100 <WSD>líderes<WSD> mundiales que llegarán a Copenhague la próxima semana .",d001.s004.t003,bn:00050371n
,"Pero se vio como un avance importante en una negociación que se está quedando sin tiempo , con más de 100 líderes mundiales que llegarán a <WSD>Copenhague<WSD> la próxima semana .",d001.s004.t004,bn:00022479n
,"Pero se vio como un avance importante en una negociación que se está quedando sin tiempo , con más de 100 líderes mundiales que llegarán a Copenhague la próxima <WSD>semana<WSD> .",d001.s004.t005,bn:00014711n bn:00043484n
,"Elaborado por un <WSD>grupo_de_trabajo<WSD> ad hoc de la ONU , el texto no habla de cuánto dinero le darían los países ricos a los pobres para enfrentarse al calentamiento_global a corto y largo plazo .",d001.s005.t001,bn:00081604n
,"Elaborado por un grupo_de_trabajo ad hoc de la <WSD>ONU<WSD> , el texto no habla de cuánto dinero le darían los países ricos a los pobres para enfrentarse al calentamiento_global a corto y largo plazo .",d001.s005.t002,bn:00078931n
,"Elaborado por un grupo_de_trabajo ad hoc de la ONU , el <WSD>texto<WSD> no habla de cuánto dinero le darían los países ricos a los pobres para enfrentarse al calentamiento_global a corto y largo plazo .",d001.s005.t003,bn:00076732n
,"Elaborado por un grupo_de_trabajo ad hoc de la ONU , el texto no habla de cuánto <WSD>dinero<WSD> le darían los países ricos a los pobres para enfrentarse al calentamiento_global a corto y largo plazo .",d001.s005.t004,bn:00055644n
,"Elaborado por un grupo_de_trabajo ad hoc de la ONU , el texto no habla de cuánto dinero le darían los <WSD>países<WSD> ricos a los pobres para enfrentarse al calentamiento_global a corto y largo plazo .",d001.s005.t005,bn:00023236n
,"Elaborado por un grupo_de_trabajo ad hoc de la ONU , el texto no habla de cuánto dinero le darían los países ricos a los pobres para enfrentarse al <WSD>calentamiento_global<WSD> a corto y largo plazo .",d001.s005.t006,bn:00040681n
,"Elaborado por un grupo_de_trabajo ad hoc de la ONU , el texto no habla de cuánto dinero le darían los países ricos a los pobres para enfrentarse al calentamiento_global a corto y largo <WSD>plazo<WSD> .",d001.s005.t007,bn:00076588n
,"Y esto ofrece una <WSD>variedad<WSD> de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t001,bn:00027862n
,"Y esto ofrece una variedad de opciones para las <WSD>preguntas<WSD> claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t002,bn:00030951n bn:00047208n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las <WSD>economías<WSD> desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t003,bn:00029678n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales <WSD>economías_emergentes<WSD> recortarían su producción de carbón , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t004,bn:00517433n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su <WSD>producción<WSD> de carbón , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t005,bn:00059788n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de <WSD>carbón<WSD> , y cuál sería el límite del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t006,bn:00020133n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el <WSD>límite<WSD> del aumento global de la temperatura que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t007,bn:00051249n bn:00012419n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el límite del aumento global de la <WSD>temperatura<WSD> que los estrategas_políticos estarían dispuestos a tolerar .",d001.s006.t008,bn:00076457n
,"Y esto ofrece una variedad de opciones para las preguntas claves , que incluyen cómo las economías desarrolladas y las principales economías_emergentes recortarían su producción de carbón , y cuál sería el límite del aumento global de la temperatura que los <WSD>estrategas_políticos<WSD> estarían dispuestos a tolerar .",d001.s006.t009,bn:00247766n
,"Esto le da mucha flexibilidad al <WSD>proceso<WSD> , dijo John Coequyt , alto representante en Washington para el Sierra Club .",d001.s007.t001,bn:00064536n
,"Esto le da mucha flexibilidad al proceso , dijo John Coequyt , alto <WSD>representante<WSD> en Washington para el Sierra Club .",d001.s007.t002,bn:00047203n bn:00067199n
,"Esto le da mucha flexibilidad al proceso , dijo John Coequyt , alto representante en <WSD>Washington<WSD> para el Sierra Club .",d001.s007.t003,bn:00015501n bn:00003365n
,"Michael Zammit Cutajar , que redactó el <WSD>documento<WSD> de seis páginas , resumió un texto de negociación de 180 páginas para concentrarse en lo que el máximo funcionario climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t001,bn:00028015n
,"Michael Zammit Cutajar , que redactó el documento de seis <WSD>páginas<WSD> , resumió un texto de negociación de 180 páginas para concentrarse en lo que el máximo funcionario climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t002,bn:00060158n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un <WSD>texto<WSD> de negociación de 180 páginas para concentrarse en lo que el máximo funcionario climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t003,bn:00076732n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un texto de <WSD>negociación<WSD> de 180 páginas para concentrarse en lo que el máximo funcionario climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t004,bn:00026838n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un texto de negociación de 180 <WSD>páginas<WSD> para concentrarse en lo que el máximo funcionario climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t005,bn:00060158n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un texto de negociación de 180 páginas para concentrarse en lo que el máximo <WSD>funcionario<WSD> climático de la ONU , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t006,bn:00036837n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un texto de negociación de 180 páginas para concentrarse en lo que el máximo funcionario climático de la <WSD>ONU<WSD> , Yvo_de_Boer , describió como "" el gran panorama . """,d001.s008.t007,bn:00078931n
,"Michael Zammit Cutajar , que redactó el documento de seis páginas , resumió un texto de negociación de 180 páginas para concentrarse en lo que el máximo funcionario climático de la ONU , <WSD>Yvo_de_Boer<WSD> , describió como "" el gran panorama . """,d001.s008.t008,bn:00543331n
,"Muestra los perfiles para un posible <WSD>acuerdo<WSD> , en el cual las naciones_industrializadas recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en comparación con los niveles de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t001,bn:00002086n
,"Muestra los perfiles para un posible acuerdo , en el cual las <WSD>naciones_industrializadas<WSD> recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en comparación con los niveles de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t002,bn:03659145n
,"Muestra los perfiles para un posible acuerdo , en el cual las naciones_industrializadas recortarían colectivamente sus <WSD>emisiones<WSD> para 2020 entre un 25 y un 45 por ciento , en comparación con los niveles de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t003,bn:08331701n
,"Muestra los perfiles para un posible acuerdo , en el cual las naciones_industrializadas recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en <WSD>comparación<WSD> con los niveles de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t004,bn:00021303n
,"Muestra los perfiles para un posible acuerdo , en el cual las naciones_industrializadas recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en comparación con los <WSD>niveles<WSD> de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t005,bn:00025965n
,"Muestra los perfiles para un posible acuerdo , en el cual las naciones_industrializadas recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en comparación con los niveles de 1990 , mientras que los principales <WSD>países_en_desarrollo<WSD> reducirían las suyas durante el mismo período entre un 15 y un 30 por ciento .",d001.s009.t006,bn:00026694n
,"Muestra los perfiles para un posible acuerdo , en el cual las naciones_industrializadas recortarían colectivamente sus emisiones para 2020 entre un 25 y un 45 por ciento , en comparación con los niveles de 1990 , mientras que los principales países_en_desarrollo reducirían las suyas durante el mismo <WSD>período<WSD> entre un 15 y un 30 por ciento .",d001.s009.t007,bn:00061605n
,"Juntos , los <WSD>países<WSD> recortarían las emisiones entre un 50 y un 95 por ciento hacia 2050 .",d001.s010.t001,bn:00023236n
,"Juntos , los países recortarían las <WSD>emisiones<WSD> entre un 50 y un 95 por ciento hacia 2050 .",d001.s010.t002,bn:08331701n
,"<WSD>La_Unión_Europea<WSD> también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t001,bn:00021127n
,"La_Unión_Europea también estimuló las <WSD>conversaciones<WSD> el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t002,bn:00022349n bn:00075965n
,"La_Unión_Europea también estimuló las conversaciones el <WSD>viernes<WSD> , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t003,bn:00036512n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de <WSD>dólares<WSD> anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t004,bn:00028114n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres <WSD>años<WSD> , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t005,bn:00078738n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los <WSD>países<WSD> más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t006,bn:00023236n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del <WSD>cambio_climático<WSD> , desde las inundaciones y sequías hasta la deforestación .",d001.s011.t007,bn:00019782n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las <WSD>inundaciones<WSD> y sequías hasta la deforestación .",d001.s011.t008,bn:00002954n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y <WSD>sequías<WSD> hasta la deforestación .",d001.s011.t009,bn:00028863n
,"La_Unión_Europea también estimuló las conversaciones el viernes , prometiendo proporcionar 3.600 millones de dólares anuales durante los próximos tres años , para ayudar a los países más pobres a adaptarse al impacto del cambio_climático , desde las inundaciones y sequías hasta la <WSD>deforestación<WSD> .",d001.s011.t010,bn:00025949n
,"De todos modos , el <WSD>viernes<WSD> se presentó la misma clase de fuegos_artificiales verbales que han dominado las conversaciones la semana pasada .",d001.s012.t001,bn:00036512n
,"De todos modos , el viernes se presentó la misma clase de <WSD>fuegos_artificiales<WSD> verbales que han dominado las conversaciones la semana pasada .",d001.s012.t002,bn:00065448n
,"De todos modos , el viernes se presentó la misma clase de fuegos_artificiales verbales que han dominado las <WSD>conversaciones<WSD> la semana pasada .",d001.s012.t003,bn:00022349n bn:00075965n
,"De todos modos , el viernes se presentó la misma clase de fuegos_artificiales verbales que han dominado las conversaciones la <WSD>semana<WSD> pasada .",d001.s012.t004,bn:00014711n bn:00043484n
,"El enviado climático especial de <WSD>Estados_Unidos<WSD> , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los países_industrializados , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t001,bn:00078848n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las <WSD>afirmaciones<WSD> que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los países_industrializados , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t002,bn:00006496n bn:00019404n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de <WSD>emisiones<WSD> de gases_de_efecto_invernadero para los países_industrializados , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t003,bn:08331701n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de <WSD>gases_de_efecto_invernadero<WSD> para los países_industrializados , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t004,bn:00041712n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los <WSD>países_industrializados<WSD> , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t005,bn:03659145n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los países_industrializados , en <WSD>comparación<WSD> con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t006,bn:00021303n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los países_industrializados , en comparación con los voluntarios de parte de las <WSD>economías_emergentes<WSD> principales , si no fueran financiados por el mundo_desarrollado .",d001.s013.t007,bn:00517433n
,"El enviado climático especial de Estados_Unidos , Todd Stern , rechazó las afirmaciones que solicitan recortes obligatorios de emisiones de gases_de_efecto_invernadero para los países_industrializados , en comparación con los voluntarios de parte de las economías_emergentes principales , si no fueran financiados por el <WSD>mundo_desarrollado<WSD> .",d001.s013.t008,bn:03659145n
,"La maniobra indicó que la <WSD>administración<WSD> Obama está adoptando una línea más dura con China , con respecto a lo que hicieron los funcionarios de la administración Bush hace sólo dos años .",d001.s014.t001,bn:00001426n bn:00001424n
,"La maniobra indicó que la administración <WSD>Obama<WSD> está adoptando una línea más dura con China , con respecto a lo que hicieron los funcionarios de la administración Bush hace sólo dos años .",d001.s014.t002,bn:03330021n
,"La maniobra indicó que la administración Obama está adoptando una línea más dura con <WSD>China<WSD> , con respecto a lo que hicieron los funcionarios de la administración Bush hace sólo dos años .",d001.s014.t003,bn:00016756n
,"La maniobra indicó que la administración Obama está adoptando una línea más dura con China , con respecto a lo que hicieron los <WSD>funcionarios<WSD> de la administración Bush hace sólo dos años .",d001.s014.t004,bn:00036837n
,"La maniobra indicó que la administración Obama está adoptando una línea más dura con China , con respecto a lo que hicieron los funcionarios de la <WSD>administración<WSD> Bush hace sólo dos años .",d001.s014.t005,bn:00001426n bn:00001424n
,"La maniobra indicó que la administración Obama está adoptando una línea más dura con China , con respecto a lo que hicieron los funcionarios de la administración <WSD>Bush<WSD> hace sólo dos años .",d001.s014.t006,bn:00014098n
,"La maniobra indicó que la administración Obama está adoptando una línea más dura con China , con respecto a lo que hicieron los funcionarios de la administración Bush hace sólo dos <WSD>años<WSD> .",d001.s014.t007,bn:00078738n
,"Los <WSD>Estados_Unidos<WSD> no van a hacer un acuerdo sin que los principales países_en_vías_de_desarrollo avancen y tomen medidas , manifestó Stern , quién también lamentó que el texto no hizo lo suficiente para asegurar que los recortes podrían ser verificados por observadores externos .",d001.s015.t001,bn:00078848n
,"Los Estados_Unidos no van a hacer un <WSD>acuerdo<WSD> sin que los principales países_en_vías_de_desarrollo avancen y tomen medidas , manifestó Stern , quién también lamentó que el texto no hizo lo suficiente para asegurar que los recortes podrían ser verificados por observadores externos .",d001.s015.t002,bn:00002086n
,"Los Estados_Unidos no van a hacer un acuerdo sin que los principales <WSD>países_en_vías_de_desarrollo<WSD> avancen y tomen medidas , manifestó Stern , quién también lamentó que el texto no hizo lo suficiente para asegurar que los recortes podrían ser verificados por observadores externos .",d001.s015.t003,bn:00026694n
,"Los Estados_Unidos no van a hacer un acuerdo sin que los principales países_en_vías_de_desarrollo avancen y tomen medidas , manifestó Stern , quién también lamentó que el <WSD>texto<WSD> no hizo lo suficiente para asegurar que los recortes podrían ser verificados por observadores externos .",d001.s015.t004,bn:00076732n
,"Stern hizo sus <WSD>comentarios<WSD> una hora después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo negociador climático de Estados_Unidos carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t001,bn:00020977n
,"Stern hizo sus comentarios una <WSD>hora<WSD> después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo negociador climático de Estados_Unidos carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t002,bn:00044982n
,"Stern hizo sus comentarios una hora después de que el vice <WSD>Ministro_de_Asuntos_Exteriores<WSD> chino He Yafei , afirmara que el máximo negociador climático de Estados_Unidos carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t003,bn:00035831n
,"Stern hizo sus comentarios una hora después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo <WSD>negociador<WSD> climático de Estados_Unidos carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t004,bn:00057209n
,"Stern hizo sus comentarios una hora después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo negociador climático de <WSD>Estados_Unidos<WSD> carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t005,bn:00003341n bn:00078848n
,"Stern hizo sus comentarios una hora después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo negociador climático de Estados_Unidos carecía de "" <WSD>sentido_común<WSD> "" , o era "" muy irresponsable "" por haber dicho antes en la semana que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t006,bn:00021164n
,"Stern hizo sus comentarios una hora después de que el vice Ministro_de_Asuntos_Exteriores chino He Yafei , afirmara que el máximo negociador climático de Estados_Unidos carecía de "" sentido_común "" , o era "" muy irresponsable "" por haber dicho antes en la <WSD>semana<WSD> que los Estados_Unidos no ayudarían a China económicamente a enfrentarse con el recalentamiento global .",d001.s016.t007,bn:00014711n bn:00043484n
