It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .	3	4	d000.s006.t000	lot	NOUN	lot%1:23:00::
It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .	5	6	d000.s006.t001	flexibility	NOUN	flexibility%1:07:01::
It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .	8	9	d000.s006.t002	process	NOUN	process%1:04:00::
It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .	15	16	d000.s006.t003	washington	NOUN	washington%1:14:00::
It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .	16	17	d000.s006.t004	representative	NOUN	representative%1:18:02::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	8	9	d000.s007.t000	document	NOUN	document%1:10:00::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	14	15	d000.s007.t001	negotiation	NOUN	negotiation%1:10:00::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	15	16	d000.s007.t002	text	NOUN	text%1:10:00::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	24	25	d000.s007.t003	climate	NOUN	climate%1:26:00::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	25	26	d000.s007.t004	official	NOUN	official%1:18:01::
Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''	36	37	d000.s007.t005	picture	NOUN	picture%1:26:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	3	4	d000.s008.t000	outline	NOUN	outline%1:09:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	7	8	d000.s008.t001	deal	NOUN	deal%1:10:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	17	18	d000.s008.t002	emission	NOUN	emission%1:27:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	24	25	d000.s008.t003	percent	NOUN	percent%1:24:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	28	29	d000.s008.t004	level	NOUN	level%1:26:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	32	34	d000.s008.t005	developing_country	NOUN	developing_country%1:14:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	40	41	d000.s008.t006	period	NOUN	period%1:28:00::
It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .	45	46	d000.s008.t007	percent	NOUN	percent%1:24:00::
Together , the countries would cut emissions between 50 and 95 percent by 2050 .	3	4	d000.s009.t000	country	NOUN	country%1:14:00::
Together , the countries would cut emissions between 50 and 95 percent by 2050 .	6	7	d000.s009.t001	emission	NOUN	emission%1:27:00::
Together , the countries would cut emissions between 50 and 95 percent by 2050 .	11	12	d000.s009.t002	percent	NOUN	percent%1:24:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	1	3	d000.s010.t000	european_union	NOUN	european_union%1:14:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	5	6	d000.s010.t001	talk	NOUN	talk%1:10:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	7	8	d000.s010.t002	boost	NOUN	boost%1:04:01::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	11	12	d000.s010.t003	friday	NOUN	friday%1:28:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	20	21	d000.s010.t004	year	NOUN	year%1:28:01::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	25	26	d000.s010.t005	year	NOUN	year%1:28:01::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	29	30	d000.s010.t006	country	NOUN	country%1:14:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	33	34	d000.s010.t007	impact	NOUN	impact%1:19:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	35	37	d000.s010.t008	climate_change	NOUN	climate_change%1:22:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	41	42	d000.s010.t009	flood	NOUN	flood%1:19:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	43	44	d000.s010.t010	drought	NOUN	drought%1:26:00::
The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .	46	47	d000.s010.t011	deforestation	NOUN	deforestation%1:04:00::
Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .	2	3	d000.s011.t000	friday	NOUN	friday%1:28:00::
Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .	6	7	d000.s011.t001	sort	NOUN	sort%1:09:00::
Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .	14	15	d000.s011.t002	talk	NOUN	talk%1:10:00::
Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .	18	19	d000.s011.t003	week	NOUN	week%1:28:02::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	0	1	d000.s012.t000	u.s.	NOUN	u.s.%1:14:00::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	2	3	d000.s012.t001	climate	NOUN	climate%1:26:00::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	3	4	d000.s012.t002	envoy	NOUN	envoy%1:18:00::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	7	8	d000.s012.t003	language	NOUN	language%1:10:03::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	10	11	d000.s012.t004	cut	NOUN	cut%1:04:05::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	13	14	d000.s012.t005	emission	NOUN	emission%1:27:00::
U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .	20	21	d000.s012.t006	one	NOUN	one%1:09:00::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	1	2	d000.s013.t000	move	NOUN	move%1:04:03::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	10	12	d000.s013.t001	hard_line	NOUN	hard_line%1:09:00::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	13	14	d000.s013.t002	china	NOUN	china%1:15:00::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	15	17	d000.s013.t003	bush_administration	NOUN	bush_administration%1:14:01::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	17	18	d000.s013.t004	official	NOUN	official%1:18:01::
The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .	21	22	d000.s013.t005	year	NOUN	year%1:28:01::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	1	3	d000.s014.t000	united_states	NOUN	united_states%1:14:00::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	9	10	d000.s014.t001	deal	NOUN	deal%1:10:00::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	13	15	d000.s014.t002	developing_country	NOUN	developing_country%1:14:00::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	19	20	d000.s014.t003	action	NOUN	action%1:04:04::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	29	30	d000.s014.t004	text	NOUN	text%1:10:00::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	38	39	d000.s014.t005	cut	NOUN	cut%1:04:05::
The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .	44	45	d000.s014.t006	observer	NOUN	observer%1:18:01::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	3	4	d000.s015.t000	comment	NOUN	comment%1:10:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	5	6	d000.s015.t001	hour	NOUN	hour%1:28:01::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	9	11	d000.s015.t002	foreign_minister	NOUN	foreign_minister%1:18:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	14	15	d000.s015.t003	america	NOUN	america%1:15:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	17	18	d000.s015.t004	climate	NOUN	climate%1:26:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	18	19	d000.s015.t005	negotiator	NOUN	negotiator%1:18:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	23	25	d000.s015.t006	common_sense	NOUN	common_sense%1:09:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	37	38	d000.s015.t007	week	NOUN	week%1:28:02::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	40	42	d000.s015.t008	united_states	NOUN	united_states%1:14:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	45	46	d000.s015.t009	china	NOUN	china%1:15:00::
Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .	50	52	d000.s015.t010	global_warming	NOUN	global_warming%1:22:00::
With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .	4	5	d000.s016.t000	trajectory	NOUN	trajectory%1:19:00::
With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .	7	8	d000.s016.t001	world	NOUN	world%1:17:00::
With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .	9	11	d000.s016.t002	major_power	NOUN	major_power%1:14:00::
With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .	14	16	d000.s016.t003	fault_line	NOUN	fault_line%1:15:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	2	3	d000.s017.t000	battle	NOUN	battle%1:04:02::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	9	10	d000.s017.t001	economy	NOUN	economy%1:14:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	13	14	d000.s017.t002	planet	NOUN	planet%1:17:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	16	17	d000.s017.t003	china	NOUN	china%1:15:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	18	20	d000.s017.t004	united_states	NOUN	united_states%1:14:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	24	25	d000.s017.t005	obligation	NOUN	obligation%1:04:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	27	28	d000.s017.t006	nation	NOUN	nation%1:14:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	31	32	d000.s017.t007	world	NOUN	world%1:17:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	33	35	d000.s017.t008	two_dozen	NOUN	two_dozen%1:23:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	37	38	d000.s017.t009	country	NOUN	country%1:14:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	42	43	d000.s017.t010	imperative	NOUN	imperative%1:04:00::
The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .	46	47	d000.s017.t011	action	NOUN	action%1:04:04::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	6	7	d000.s018.t000	delegate	NOUN	delegate%1:18:00::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	15	17	d000.s018.t001	major_power	NOUN	major_power%1:14:00::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	24	25	d000.s018.t002	cost	NOUN	cost%1:21:00::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	27	29	d000.s018.t003	greenhouse_gas	NOUN	greenhouse_gas%1:27:00::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	33	34	d000.s018.t004	country	NOUN	country%1:14:00::
Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .	48	49	d000.s018.t005	action	NOUN	action%1:04:02::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	4	5	d000.s019.t000	game	NOUN	game%1:09:00::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	9	10	d000.s019.t001	hegemony	NOUN	hegemony%1:14:00::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	23	24	d000.s019.t002	mexico	NOUN	mexico%1:15:00::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	25	27	d000.s019.t003	central_america	NOUN	central_america%1:14:00::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	27	29	d000.s019.t004	climate_change	NOUN	climate_change%1:22:00::
This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .	29	30	d000.s019.t005	adviser	NOUN	adviser%1:18:00::
Some of the countries most vulnerable to the impact of climate change indicated they would continue to push for a legally binding treaty in Copenhagen , although most of the major participants say the talks will produce a political deal at best .	3	4	d000.s020.t000	country	NOUN	country%1:14:00::
